igemid,unid,start,length
BBa_S01987,P03034,2416,708
BBa_S01987,P03023,1043,1080
BBa_S01987,P04483,127,615
BBa_S01988,P03034,2371,711
BBa_S01988,P12747,3414,579
BBa_S01988,P03034,2374,708
BBa_S01988,P03023,1001,1080
BBa_S01988,P04483,85,615
BBa_S01996,P03034,81,711
BBa_S01996,P04483,2454,621
BBa_S01996,P04483,2457,615
BBa_S01996,P03034,84,708
BBa_S01996,P03023,1085,1080
BBa_S01997,P12746,984,750
BBa_S01997,P12747,19,579
BBa_S01998,P12746,4476,750
BBa_S01998,P03023,1001,1080
BBa_S01998,P03034,2519,708
BBa_S01998,P12747,3511,579
BBa_S01998,P04483,85,615
BBa_S01999,P12746,4566,750
BBa_S01999,P04483,127,615
BBa_S01999,P03023,1043,1080
BBa_S01999,P03034,2561,708
BBa_S01999,P12747,3601,579
BBa_S02000,P12746,4518,750
BBa_S02000,P12747,3553,579
BBa_S02000,P04483,127,615
BBa_S02000,P03023,1043,1080
BBa_S02000,P03034,2561,708
BBa_S02001,P12746,4524,750
BBa_S02001,P03034,2519,708
BBa_S02001,P12747,3559,579
BBa_S02001,P04483,85,615
BBa_S02001,P03023,1001,1080
BBa_S02002,P03034,81,711
BBa_S02002,P04483,2454,621
BBa_S02002,P03023,1085,1080
BBa_S02002,P04483,2457,615
BBa_S02002,P03034,84,708
BBa_S02107,P03034,81,711
BBa_S02107,P04483,2454,621
BBa_S02107,P04483,2457,615
BBa_S02107,P03034,84,708
BBa_S02107,P03023,1085,1080
BBa_S03119,P12746,81,750
BBa_S03140,B7UJI9,217,150
BBa_S03140,Q3Z583,217,150
BBa_S03140,Q8VNN2,202,165
BBa_S03143,P03034,19,711
BBa_S03143,P12747,820,579
BBa_S03143,P03034,22,708
BBa_S03145,P03034,19,711
BBa_S03145,P12747,820,579
BBa_S03145,P03034,22,708
BBa_S03150,P03034,19,711
BBa_S03150,P12747,820,579
BBa_S03150,P03034,22,708
BBa_S03151,P03034,81,711
BBa_S03151,P04483,2455,621
BBa_S03151,P03023,1085,1080
BBa_S03151,P03034,84,708
BBa_S03151,P04483,2458,615
BBa_S03152,P03034,218,711
BBa_S03152,P03034,221,708
BBa_S03153,P0A9E0,19,876
BBa_S03154,P33883,19,603
BBa_S03156,P25084,19,717
BBa_S03158,P54292,19,687
BBa_S03158,P54292,19,723
BBa_S03161,P03023,31,1080
BBa_S03162,P04483,22,621
BBa_S03162,P04483,25,615
BBa_S03163,P03023,29,1080
BBa_S03164,P04483,20,621
BBa_S03164,P04483,23,615
BBa_S03165,P03034,81,711
BBa_S03165,P12747,882,579
BBa_S03165,Q8FKG6,1749,150
BBa_S03165,B7UJI9,1749,147
BBa_S03165,P03034,84,708
BBa_S03165,Q8VNN2,1734,165
BBa_S03165,Q8VNN2,1734,162
BBa_S03167,P12747,1397,579
BBa_S03167,P03023,28,1080
BBa_S03168,P04483,19,621
BBa_S03168,P12747,929,579
BBa_S03168,P04483,22,615
BBa_S03169,P03034,19,711
BBa_S03169,P12747,1014,579
BBa_S03169,P03034,22,708
BBa_S03173,P12746,1,750
BBa_S03173,Q9L8R8,1008,750
BBa_S03174,Q9L8R8,81,750
BBa_S03175,P0A9E0,1004,876
BBa_S03175,P16117,2237,285
BBa_S03175,P03034,84,708
BBa_S03176,P42212,1032,714
BBa_S03180,B7UJI9,459,150
BBa_S03180,Q3Z583,459,150
BBa_S03180,Q8VNN2,444,165
BBa_S03181,P12746,887,750
BBa_S03181,P12747,19,579
BBa_S03182,P03034,82,711
BBa_S03182,P03034,85,708
BBa_S03183,B7UJI9,322,153
BBa_S03183,Q3Z583,322,150
BBa_S03183,Q8VNN2,307,165
BBa_S03184,P42212,316,714
BBa_S03185,P42212,350,714
BBa_S03186,P12746,1751,750
BBa_S03186,P12747,883,579
BBa_S03186,P03034,85,708
BBa_S03187,P03034,19,711
BBa_S03187,P12747,820,579
BBa_S03187,B7UJI9,1687,153
BBa_S03187,Q3Z583,1687,150
BBa_S03187,P03034,22,708
BBa_S03187,Q8VNN2,1672,165
BBa_S03246,P12747,19,579
BBa_S03246,P42212,691,714
BBa_S03247,P25084,19,717
BBa_S03249,P12746,81,750
BBa_S03250,P12747,19,579
BBa_S03252,P54292,19,723
BBa_S03253,P25084,19,717
BBa_S03254,P42212,1033,714
BBa_S03255,Q9U6Y8,19,663
BBa_S03256,P42212,1033,714
BBa_S03257,P42212,79,714
BBa_S03257,P42212,1028,714
BBa_S03258,P42212,79,714
BBa_S03258,P42212,1028,714
BBa_S03259,P0A9E0,1959,876
BBa_S03259,P12746,81,750
BBa_S03260,P0AE69,1,387
BBa_S03261,P07330,1,1047
BBa_S03263,Q9L8R8,227,750
BBa_S03264,P42212,84,714
BBa_S03264,P42212,1072,714
BBa_S03265,Q9L8R8,5670,750
BBa_S03265,P03034,2561,708
BBa_S03265,P12747,3553,579
BBa_S03265,P04483,127,615
BBa_S03265,P12746,4518,750
BBa_S03265,P03023,1043,1080
BBa_S03266,P12746,4421,750
BBa_S03266,P12747,3456,579
BBa_S03266,P03034,2416,708
BBa_S03266,P03023,1043,1080
BBa_S03266,P04483,127,615
BBa_S03267,P12746,4373,750
BBa_S03267,P04483,127,615
BBa_S03267,P12747,3408,579
BBa_S03267,P03034,2416,708
BBa_S03267,P03023,1043,1080
BBa_S03268,P12746,4379,750
BBa_S03268,P03023,1001,1080
BBa_S03268,P04483,85,615
BBa_S03268,P12747,3414,579
BBa_S03268,P03034,2374,708
BBa_S03269,P12746,4331,750
BBa_S03269,P03034,2374,708
BBa_S03269,P03023,1001,1080
BBa_S03269,P04483,85,615
BBa_S03269,P12747,3366,579
BBa_S03283,P42212,127,714
BBa_S03285,P42212,127,714
BBa_S03286,P42212,127,714
BBa_S03287,P42212,324,714
BBa_S03288,P42212,324,714
BBa_S03289,P03023,91,1080
BBa_S03290,P03034,81,711
BBa_S03290,P03034,84,708
BBa_S03291,P33883,19,603
BBa_S03292,P12747,76,579
BBa_S03293,P12747,873,579
BBa_S03293,P42212,127,714
BBa_S03294,P33883,944,603
BBa_S03294,P42212,198,714
BBa_S03303,P33883,65,603
BBa_S03304,P18680,592,705
BBa_S03305,P12747,1,579
BBa_S03305,P03023,601,1080
BBa_S03307,P25084,19,717
BBa_S03313,P42212,21,714
BBa_S03321,P72849,19,720
BBa_S03322,Q55891,19,744
BBa_S03323,P0AEJ5,1459,792
BBa_S03323,Q55168,19,2196
BBa_S03329,P12746,178,750
BBa_S03329,P42212,1230,714
BBa_S03330,P42212,127,714
BBa_S03334,P03023,90,1080
BBa_S03335,P42212,76,714
BBa_S03336,P42212,109,714
BBa_S03337,Q9U6Y8,109,663
BBa_S03338,P42212,76,714
BBa_S03338,Q9U6Y8,1049,663
BBa_S03360,P12746,64,750
BBa_S03387,P42212,84,714
BBa_S03389,P42212,221,714
BBa_S03391,P42212,221,714
BBa_S03399,P72849,19,720
BBa_S03410,P72849,157,720
BBa_S03411,Q55891,19,744
BBa_S03412,P0AEJ5,1658,792
BBa_S03412,Q55168,218,2196
BBa_S03413,Q55891,934,744
BBa_S03414,Q55891,934,744
BBa_S03415,Q55891,19,744
BBa_S03415,P0AEJ5,2459,792
BBa_S03415,Q55168,1019,2196
BBa_S03416,Q55891,934,744
BBa_S03417,P0AEJ5,1459,792
BBa_S03417,Q55168,19,2196
BBa_S03418,Q55891,934,744
BBa_S03419,P0AEJ5,1459,792
BBa_S03419,Q55168,19,2196
BBa_S03421,Q55891,796,744
BBa_S03422,Q55891,19,744
BBa_S03423,P0AEJ5,1658,792
BBa_S03423,Q55168,218,2196
BBa_S03427,P03034,19,711
BBa_S03427,P03034,22,708
BBa_S03428,O73694,22,114
BBa_S03428,Q29W20,109,60
BBa_S03428,O73692,22,87
BBa_S03428,O73692,22,201
BBa_S03428,Q9WUF2,22,87
BBa_S03428,P18146,22,192
BBa_S03430,P62554,40,303
BBa_S03431,P03023,31,1080
BBa_S03433,B7UJI9,217,153
BBa_S03433,Q3Z583,217,150
BBa_S03433,Q8VNN2,202,165
BBa_S03437,P16117,19,285
BBa_S03438,P0AC40,67,1434
BBa_S03442,P0AC40,67,1434
BBa_S03443,P0AC40,67,1434
BBa_S03448,P00551,378,813
BBa_S03457,P04483,864,621
BBa_S03457,P04483,867,615
BBa_S03457,Q9U6Y8,157,645
BBa_S03460,P42212,76,714
BBa_S03464,P42212,79,714
BBa_S03465,P42212,112,714
BBa_S03466,P42212,112,714
BBa_S03467,P42212,1094,714
BBa_S03467,P42212,79,714
BBa_S03469,P03023,90,1080
BBa_S03469,P42212,1463,714
BBa_S03470,P03023,90,1080
BBa_S03470,P42212,1517,714
BBa_S03471,P03023,90,1080
BBa_S03471,P42212,1520,714
BBa_S03472,P03023,90,1080
BBa_S03472,Q9U6Y8,1550,663
BBa_S03473,Q9U6Y8,76,663
BBa_S03474,P42212,79,714
BBa_S03475,P42212,79,714
BBa_S03476,P42212,79,714
BBa_S03491,P12747,76,579
BBa_S03492,P12747,19,579
BBa_S03496,P42212,227,714
BBa_S03497,P42212,231,714
BBa_S03498,P42212,231,714
BBa_S03505,P12747,81,579
BBa_S03506,P62552,19,216
BBa_S03507,P11922,52,2955
BBa_S03508,P25524,19,1281
BBa_S03509,P62554,19,303
BBa_S03510,P12747,1,579
BBa_S03510,Q9U6Y8,645,645
BBa_S03514,P03013,1,570
BBa_S03518,P04483,19,621
BBa_S03518,P04483,22,615
BBa_S03519,P0A9E0,19,876
BBa_S03520,P03023,28,1080
BBa_S03525,P46028,896,123
BBa_S03525,P02981,4,1188
BBa_S03526,P46028,896,123
BBa_S03526,P02981,4,1188
BBa_S03528,P46028,930,123
BBa_S03528,P02981,38,1188
BBa_S03532,P46028,896,123
BBa_S03532,P02981,4,1188
BBa_S03533,P46028,1068,123
BBa_S03533,P02981,176,1188
BBa_S03534,P46028,896,123
BBa_S03534,P02981,4,1188
BBa_S03536,P03013,230,570
BBa_S03537,P03013,230,570
BBa_S03539,P0AC40,64,1434
BBa_S03540,Q9U6Y8,52,645
BBa_S03541,P16117,19,285
BBa_S03541,P33883,739,603
BBa_S03542,P54291,739,603
BBa_S03542,P16117,19,285
BBa_S03543,P16117,19,285
BBa_S03544,P42212,19,714
BBa_S03545,Q9L8R8,19,750
BBa_S03545,P42212,862,714
BBa_S03546,Q9L8R8,19,750
BBa_S03546,P42212,862,714
BBa_S03547,P25084,19,717
BBa_S03550,P0A9E0,19,876
BBa_S03551,P03034,19,711
BBa_S03551,P12747,820,579
BBa_S03551,Q9U6Y8,1522,645
BBa_S03551,P03034,22,708
BBa_S03552,P03034,19,711
BBa_S03552,P12747,820,579
BBa_S03552,Q9U6Y8,1489,663
BBa_S03552,P03034,22,708
BBa_S03553,P42212,19,714
BBa_S03554,Q9L8R8,739,750
BBa_S03554,P42212,1582,714
BBa_S03554,P16117,19,285
BBa_S03555,Q9L8R8,820,750
BBa_S03555,P42212,1663,714
BBa_S03555,P03034,22,708
BBa_S03556,P0A9E0,19,876
BBa_S03557,P16117,19,285
BBa_S03557,P33883,739,603
BBa_S03557,P42212,1432,714
BBa_S03558,P54291,739,603
BBa_S03558,P42212,1432,714
BBa_S03558,P16117,19,285
BBa_S03559,P16117,19,285
BBa_S03559,P42212,1492,714
BBa_S03564,P46028,195,123
BBa_S03564,P46028,1415,123
BBa_S03564,P02981,22,1188
BBa_S03564,P02981,1242,1188
BBa_S03565,P46028,1587,123
BBa_S03565,P02981,194,1188
BBa_S03565,P02981,1414,1188
BBa_S03569,Q55891,796,744
BBa_S03570,P0AEJ5,1459,792
BBa_S03570,Q55168,19,2196
BBa_S03571,P12747,19,579
BBa_S03573,P42212,19,714
BBa_S03575,P62594,19,849
BBa_S03576,P62580,19,657
BBa_S03577,P35804,91,528
BBa_S03578,P19839,2445,1059
BBa_S03578,P19840,3542,981
BBa_S03578,P19842,4704,348
BBa_S03578,P19839,2445,1080
BBa_S03578,P19197,1473,921
BBa_S03578,Q7N577,19,1440
BBa_S03578,Q7N577,19,1419
BBa_S03578,P24272,4722,1077
BBa_S03579,P62554,370,300
BBa_S03581,P07017,1,1659
BBa_S03581,P42212,1692,714
BBa_S03583,P12747,82,579
BBa_S03586,Q9L8R8,19,750
BBa_S03586,P42212,862,714
BBa_S03587,Q9L8R8,739,750
BBa_S03587,P42212,1582,714
BBa_S03587,P16117,19,285
BBa_S03588,Q9L8R8,184,750
BBa_S03588,P42212,1027,714
BBa_S03589,Q9L8R8,739,750
BBa_S03589,P42212,1582,714
BBa_S03589,P16117,19,285
BBa_S03590,Q9L8R8,904,750
BBa_S03590,P42212,1747,714
BBa_S03590,P16117,184,285
BBa_S03592,P25524,19,1281
BBa_S03593,Q9U6Y8,193,663
BBa_S03594,P0A9E0,19,876
BBa_S03594,P04483,985,621
BBa_S03594,P04483,988,615
BBa_S03597,P42212,81,714
BBa_S03598,P25524,19,1281
BBa_S03599,P12746,81,750
BBa_S03600,P12746,81,750
BBa_S03602,P42212,81,714
BBa_S03603,P12746,81,750
BBa_S03604,P42212,144,714
BBa_S03605,P12746,178,750
BBa_S03605,P62552,1185,216
BBa_S03606,P12746,81,750
BBa_S03607,Q9U6Y8,115,645
BBa_S03608,P12747,82,579
BBa_S03609,P0A9E0,4,876
BBa_S03609,P03013,1489,570
BBa_S03610,P62580,231,645
BBa_S03611,P62552,219,216
BBa_S03612,P12747,19,579
BBa_S03612,P42212,688,714
BBa_S03613,P12746,19,750
BBa_S03614,P19839,2507,1059
BBa_S03614,P19840,3604,981
BBa_S03614,P19842,4766,348
BBa_S03614,P19197,1535,921
BBa_S03614,P19839,2507,1080
BBa_S03614,Q7N577,81,1440
BBa_S03614,Q7N577,81,1419
BBa_S03614,P24272,4784,1077
BBa_S03615,P42212,144,714
BBa_S03616,P42212,19,714
BBa_S03617,P42212,81,714
BBa_S03618,P12747,82,579
BBa_S03619,P12746,315,750
BBa_S03621,Q9U6Y8,252,645
BBa_S03622,P42212,144,714
BBa_S03623,P12747,81,579
BBa_S03624,P46028,1068,123
BBa_S03624,P02981,176,1188
BBa_S03627,P05704,227,801
BBa_S03628,P02925,290,825
BBa_S03629,P62552,19,216
BBa_S03630,P62594,19,852
BBa_S03631,P12746,178,750
BBa_S03631,P62552,1185,216
BBa_S03632,P12747,82,579
BBa_S03633,P00551,4,813
BBa_S03636,P46028,896,123
BBa_S03636,P02981,4,1188
BBa_S03639,P46028,1102,123
BBa_S03639,P02981,210,1188
BBa_S03644,Q9U6Y8,16,663
BBa_S03647,P46028,437,123
BBa_S03647,P02981,264,1188
BBa_S03648,Q9U6Y8,16,663
BBa_S03649,P46028,1180,123
BBa_S03649,Q9U6Y8,16,663
BBa_S03649,P02981,1007,1188
BBa_S03651,P62554,216,303
BBa_S03651,P62552,523,159
BBa_S03653,Q9U6Y8,42,645
BBa_S03657,P03049,19,249
BBa_S03658,P03049,19,249
BBa_S03659,P03023,10,1080
BBa_S03662,P69202,18,648
BBa_S03663,P69202,1,648
BBa_S03664,P03034,20,711
BBa_S03664,P03034,23,708
BBa_S03665,P03034,22,711
BBa_S03665,P03034,25,708
BBa_S03666,P03034,18,711
BBa_S03666,P03034,21,708
BBa_S03669,P03034,18,711
BBa_S03669,P03034,21,708
BBa_S03672,P46028,1138,123
BBa_S03672,P02981,246,1188
BBa_S03673,P46028,1881,123
BBa_S03673,Q9U6Y8,16,663
BBa_S03673,P02981,989,1188
BBa_S03674,P46028,401,123
BBa_S03674,P02981,228,1188
BBa_S03675,P46028,938,123
BBa_S03675,Q9U6Y8,16,663
BBa_S03675,P02981,765,1188
BBa_S03676,P46028,1639,123
BBa_S03676,Q9U6Y8,16,663
BBa_S03676,P02981,747,1188
BBa_S03677,P46028,938,123
BBa_S03677,Q9U6Y8,16,663
BBa_S03677,P02981,765,1188
BBa_S03679,P46028,938,123
BBa_S03679,Q9U6Y8,16,663
BBa_S03679,P02981,765,1188
BBa_S03680,P46028,1639,123
BBa_S03680,Q9U6Y8,16,663
BBa_S03680,P02981,747,1188
BBa_S03681,P46028,1639,123
BBa_S03681,Q9U6Y8,16,663
BBa_S03681,P02981,747,1188
BBa_S03682,P46028,1180,123
BBa_S03682,Q9U6Y8,16,663
BBa_S03682,P02981,1007,1188
BBa_S03683,Q9U6Y8,16,663
BBa_S03684,P46028,1180,123
BBa_S03684,Q9U6Y8,16,663
BBa_S03684,P02981,1007,1188
BBa_S03685,P46028,1881,123
BBa_S03685,Q9U6Y8,16,663
BBa_S03685,P02981,989,1188
BBa_S03686,Q9U6Y8,16,663
BBa_S03687,P46028,1180,123
BBa_S03687,Q9U6Y8,16,663
BBa_S03687,P02981,1007,1188
BBa_S03688,P46028,1881,123
BBa_S03688,Q9U6Y8,16,663
BBa_S03688,P02981,989,1188
BBa_S03689,P46028,930,123
BBa_S03689,P02981,38,1188
BBa_S03706,P04483,62,621
BBa_S03706,P04483,65,615
BBa_S03707,P62554,169,303
BBa_S03707,P62552,476,159
BBa_S03708,P04483,62,621
BBa_S03708,P04483,65,615
BBa_S03709,P00551,19,813
BBa_S03710,P46028,192,123
BBa_S03710,P02981,19,1188
BBa_S03711,P00551,19,813
BBa_S03711,Q9U6Y8,861,663
BBa_S03715,P46028,234,123
BBa_S03715,P02981,61,1188
BBa_S03716,P46028,192,123
BBa_S03716,P02981,19,1188
BBa_S03717,P46028,192,123
BBa_S03717,Q9U6Y8,1236,663
BBa_S03717,P02981,19,1188
BBa_S03718,P42212,36,243
BBa_S03719,P42212,230,471
BBa_S03720,P46028,192,123
BBa_S03720,Q9U6Y8,1236,663
BBa_S03720,P02981,19,1188
BBa_S03721,P46028,1766,123
BBa_S03721,Q9U6Y8,861,663
BBa_S03721,P02981,1593,1188
BBa_S03723,P46028,1034,123
BBa_S03723,Q9U6Y8,2078,663
BBa_S03723,P02981,861,1188
BBa_S03724,P04483,199,621
BBa_S03724,P04483,202,615
BBa_S03726,Q9U6Y8,16,663
BBa_S03727,P06956,19,570
BBa_S03729,P46028,1057,123
BBa_S03729,Q9U6Y8,16,663
BBa_S03729,P02981,884,1188
BBa_S03730,P03013,253,570
BBa_S03732,P00551,9,450
BBa_S03733,P00551,19,375
BBa_S03735,P06956,19,570
BBa_S03735,P06956,632,459
BBa_S03736,P46028,442,123
BBa_S03736,P02981,269,1188
BBa_S03737,P46028,1307,123
BBa_S03737,Q9U6Y8,266,663
BBa_S03737,P02981,1134,1188
BBa_S03740,Q9U6Y8,227,462
BBa_S03741,P0A9E0,1,876
BBa_S03742,P0A9E0,1,876
BBa_S03742,P42212,967,714
BBa_S03743,P03023,90,1080
BBa_S03744,P04483,62,621
BBa_S03744,P04483,910,621
BBa_S03744,P04483,65,615
BBa_S03744,P04483,913,615
BBa_S03745,P04483,199,621
BBa_S03745,P04483,202,615
BBa_S03747,P04483,942,621
BBa_S03747,P04483,945,615
BBa_S03747,P03047,115,618
BBa_S03748,P04483,720,621
BBa_S03748,P03045,190,321
BBa_S03748,P04483,723,615
BBa_S03749,P04483,519,621
BBa_S03749,P03040,112,198
BBa_S03749,P04483,522,615
BBa_S03750,P04483,1038,621
BBa_S03750,P04483,1041,615
BBa_S03750,P42212,112,714
BBa_S03751,Q55891,1817,744
BBa_S03751,P0AEJ5,4257,792
BBa_S03751,Q55168,2817,2196
BBa_S03752,Q04796,42,840
BBa_S03753,Q04796,42,840
BBa_S03754,P0A6L3,22,876
BBa_S03755,P12746,135,750
BBa_S03756,Q9U6Y8,19,462
BBa_S03757,P42212,19,471
BBa_S03758,P04483,19,621
BBa_S03758,P42212,932,714
BBa_S03758,P04483,22,615
BBa_S03760,P42212,524,243
BBa_S03760,Q9U6Y8,19,462
BBa_S03761,P42212,19,471
BBa_S03762,P42212,555,243
BBa_S03762,P42212,1335,243
BBa_S03762,Q9U6Y8,830,462
BBa_S03762,Q9U6Y8,50,462
BBa_S03763,P42212,555,243
BBa_S03763,P42212,1335,243
BBa_S03763,Q9U6Y8,830,462
BBa_S03763,Q9U6Y8,50,462
BBa_S03764,P42212,418,471
BBa_S03765,P46028,1477,123
BBa_S03765,P03013,1,570
BBa_S03765,P02981,585,1188
BBa_S03766,P46028,1034,123
BBa_S03766,Q9U6Y8,2078,663
BBa_S03766,P02981,861,1188
BBa_S03767,P42212,555,243
BBa_S03767,Q9U6Y8,50,462
BBa_S03768,P58777,19,156
BBa_S03769,Q9U6Y8,19,462
BBa_S03769,Q9U6Y8,524,201
BBa_S03770,P42212,533,243
BBa_S03770,P42212,19,471
BBa_S03771,P12746,135,750
BBa_S03772,P12746,19,750
BBa_S03772,P42212,826,714
BBa_S03773,P42212,47,714
BBa_S03775,P42212,281,471
BBa_S03776,P42212,281,471
BBa_S03777,P42212,36,243
BBa_S03779,Q9U6Y8,50,462
BBa_S03780,P42212,795,243
BBa_S03780,P42212,281,471
BBa_S03781,P42212,281,471
BBa_S03782,P42212,36,243
BBa_S03782,P42212,710,471
BBa_S03783,P42212,36,243
BBa_S03785,P42212,795,243
BBa_S03785,P42212,281,471
BBa_S03786,P42212,1194,243
BBa_S03786,P42212,281,471
BBa_S03787,P42212,36,243
BBa_S03787,P42212,710,471
BBa_S03788,P16117,108,285
BBa_S03789,P03034,1,711
BBa_S03789,P16117,891,285
BBa_S03789,P03034,4,708
BBa_S03790,P03034,727,711
BBa_S03790,P16117,1617,285
BBa_S03790,P42212,1,714
BBa_S03790,P03034,730,708
BBa_S03791,P03034,1886,711
BBa_S03791,P16117,2776,285
BBa_S03791,P03034,1889,708
BBa_S03791,P42212,1160,714
BBa_S03791,P03023,10,1080
BBa_S03792,P05825,19,2205
BBa_S03793,P05825,19,2205
BBa_S03796,P05825,62,2205
BBa_S03797,P05825,62,2205
BBa_S03798,Q9U6Y8,50,462
BBa_S03798,Q9U6Y8,555,201
BBa_S03801,P0A9H9,1,588
BBa_S03802,P03034,1,711
BBa_S03802,P03034,4,708
BBa_S03803,P42212,130,714
BBa_S03804,P04483,76,621
BBa_S03804,P04483,79,615
BBa_S03805,Q9U6Y8,76,663
BBa_S03806,P0A9H9,106,588
BBa_S03807,P03034,1,711
BBa_S03807,P42212,1001,714
BBa_S03807,P03034,4,708
BBa_S03808,P04483,808,621
BBa_S03808,P04483,811,615
BBa_S03809,P04483,945,621
BBa_S03809,P04483,948,615
BBa_S03810,P04483,945,621
BBa_S03810,P04483,948,615
BBa_S03811,P12747,19,579
BBa_S03811,P42212,689,714
BBa_S03812,P12746,82,750
BBa_S03813,P03034,19,711
BBa_S03813,Q9U6Y8,853,645
BBa_S03813,P03034,22,708
BBa_S03814,P03023,28,1080
BBa_S03814,Q9U6Y8,1231,645
BBa_S03815,P03034,688,711
BBa_S03815,Q9U6Y8,1522,645
BBa_S03815,P03034,691,708
BBa_S03815,P12747,19,579
BBa_S03816,P12747,19,579
BBa_S03816,P03023,697,1080
BBa_S03816,Q9U6Y8,1900,645
BBa_S03817,P03034,82,711
BBa_S03817,P42212,1046,714
BBa_S03817,P03034,85,708
BBa_S03818,P03034,82,711
BBa_S03818,P42212,1046,714
BBa_S03818,P03034,85,708
BBa_S03819,P03034,82,711
BBa_S03819,P42212,1046,714
BBa_S03819,Q9U6Y8,2019,663
BBa_S03819,P03034,85,708
BBa_S03820,P42212,19,714
BBa_S03821,P12747,82,579
BBa_S03821,P42212,752,714
BBa_S03822,P12747,227,579
BBa_S03823,P54292,950,723
BBa_S03823,Q9U6Y8,81,663
BBa_S03824,P54292,950,723
BBa_S03824,Q9U6Y8,81,663
BBa_S03825,P12746,19,750
BBa_S03825,P42212,1029,714
BBa_S03826,P54292,950,723
BBa_S03826,Q9U6Y8,81,663
BBa_S03827,P12746,1891,750
BBa_S03827,P03034,899,708
BBa_S03827,P12747,227,579
BBa_S03828,P12746,3207,750
BBa_S03828,P42212,4217,714
BBa_S03828,P03023,28,1080
BBa_S03828,P03034,2215,708
BBa_S03828,P12747,1543,579
BBa_S03829,P12746,3269,750
BBa_S03829,P03023,90,1080
BBa_S03829,P03034,2277,708
BBa_S03829,P12747,1605,579
BBa_S03830,P12746,3269,750
BBa_S03830,P12747,1605,579
BBa_S03830,P03034,2277,708
BBa_S03830,P03023,90,1080
BBa_S03833,P16117,11,285
BBa_S03833,P42212,674,714
BBa_S03834,P03034,4,711
BBa_S03835,P03034,4,711
BBa_S03836,Q9U6Y8,81,663
BBa_S03838,P0A0I6,1291,624
BBa_S03838,P42212,2191,714
BBa_S03838,P05825,3117,2205
BBa_S03839,P12746,81,750
BBa_S03839,P42212,1091,714
BBa_S03840,P12746,81,750
BBa_S03840,P03034,1837,711
BBa_S03840,P03034,1840,708
BBa_S03840,P42212,1091,714
BBa_S03841,P03034,4,711
BBa_S03842,P03034,4,711
BBa_S03843,Q9L8R8,19,750
BBa_S03843,P42212,862,714
BBa_S03844,P12746,81,750
BBa_S03844,P42212,1091,714
BBa_S03845,P12747,19,579
BBa_S03845,P42212,689,714
BBa_S03846,P12746,82,750
BBa_S03848,P42212,22,714
BBa_S03851,P42212,64,714
BBa_S03853,P42212,64,714
BBa_S03854,P42212,64,714
BBa_S03855,P42212,64,714
BBa_S03856,P42212,22,714
BBa_S03857,P42212,22,714
BBa_S03860,P06519,417,1698
BBa_S03861,P06519,417,1698
BBa_S03864,P42212,109,714
BBa_S03867,P42212,109,714
BBa_S03868,P12746,81,750
BBa_S03868,P42212,1088,714
BBa_S03869,P12746,19,750
BBa_S03869,P42212,826,714
BBa_S03870,P42212,109,714
BBa_S03871,P12746,855,750
BBa_S03871,P42212,109,714
BBa_S03872,P12746,81,750
BBa_S03873,Q9U6Y8,19,663
BBa_S03874,P72849,19,720
BBa_S03875,P72849,19,720
BBa_S03877,P72849,19,720
BBa_S03878,P33883,19,603
BBa_S03879,P04483,19,621
BBa_S03879,P04483,22,615
BBa_S03880,P04483,19,621
BBa_S03880,P04483,22,615
BBa_S03881,Q9U6Y8,195,663
BBa_S03882,P25084,19,717
BBa_S03883,P25084,64,717
BBa_S03884,P25084,184,717
BBa_S03885,Q9U6Y8,184,663
BBa_S03887,Q9U6Y8,81,663
BBa_S03888,Q9U6Y8,135,663
BBa_S03889,Q9U6Y8,82,663
BBa_S03890,P42212,19,714
BBa_S03892,P42212,22,714
BBa_S03895,P01316,109,90
BBa_S03895,F8WCM5,109,90
BBa_S03895,P30410,91,108
BBa_S03895,F8WCM5,91,108
BBa_S03896,P12747,82,579
BBa_S03897,P12747,82,579
BBa_S03898,P12746,62,750
BBa_S03899,P00551,19,813
BBa_S03900,B7UJI9,280,153
BBa_S03900,Q3Z583,280,150
BBa_S03900,Q8VNN2,265,165
BBa_S03901,P12746,62,750
BBa_S03902,P42212,83,714
BBa_S03903,P42212,19,714
BBa_S03904,P42212,50,471
BBa_S03905,Q9U6Y8,50,462
BBa_S03906,P42212,533,243
BBa_S03906,P42212,19,471
BBa_S03907,Q9U6Y8,19,462
BBa_S03907,Q9U6Y8,524,201
BBa_S03912,P42212,161,714
BBa_S03913,P42212,186,714
BBa_S03921,P42212,161,714
BBa_S03922,P42212,186,714
BBa_S03924,P27652,1,933
BBa_S03927,P27652,1,933
BBa_S03928,P27652,63,933
BBa_S03929,P08659,81,1617
BBa_S03930,P27652,1,933
BBa_S03935,P27652,1,933
BBa_S03936,P27652,63,933
BBa_S03940,P00551,1119,813
BBa_S03940,P62594,2089,858
BBa_S03940,P03851,548,252
BBa_S03941,P00551,1161,813
BBa_S03941,P62594,2131,858
BBa_S03941,P03851,590,252
BBa_S03942,P00551,1117,813
BBa_S03942,P62594,2087,858
BBa_S03942,P03851,546,252
BBa_S03943,P00551,1160,813
BBa_S03943,P62594,2130,858
BBa_S03943,P03851,589,252
BBa_S03944,P00551,1161,813
BBa_S03944,P62594,2131,858
BBa_S03944,P03851,590,252
BBa_S03945,P12746,82,750
BBa_S03946,P12746,82,750
