igemid,unid,bitscore,score,expect,length,qlen,hsplen,plen,int_evalue,pqlen,p_id
BBa_K283009,P42212,462,1188,2.20E-164,238,1104,238,1,164,0.64673913,98.319
BBa_K283009,P22629,259,663,1.58E-85,127,1104,183,0.69,85,0.345108696,100
BBa_K283010,P22629,255,652,1.07E-87,127,387,183,0.98,87,0.984496124,100
BBa_K283039,P12747,402,1032,3.15E-144,193,582,193,1,144,0.994845361,100
BBa_K283047,P00573,1811,4690,0,883,2652,883,1,180,0.998868778,99.66
BBa_K284000,P36035,694,1790,0,552,1873,616,0.9,180,0.884143086,65.58
BBa_K284001,P00698,287,735,6.56E-100,142,539,147,0.97,100,0.790352505,98.592
BBa_K284025,P04419,721,1861,0,487,1820,581,0.84,180,0.802747253,100
BBa_K284026,P04482,177,449,7.56E-59,86,263,86,1,59,0.980988593,100
BBa_K284031,P06956,705,1820,0,342,1034,343,1,180,0.992263056,100
BBa_K284032,P08315,337,865,4.57E-119,186,561,186,1,119,0.994652406,100
BBa_K284150,Q46717,1386,3588,0,706,3865,706,1,180,0.547994825,99.575
BBa_K284999,P12748,746,1926,0,479,1431,479,1,180,1.004192872,75.157
BBa_K287003,P35526,851,2198,0,437,1333,437,1,180,0.983495874,100
BBa_K287004,Q06496,1079,2791,0,637,1929,637,1,180,0.99066874,100
BBa_K2876001,P03034,462,1188,1.16E-166,237,714,237,1,166,0.995798319,100
BBa_K2876002,Q3YWW4,157,396,5.58E-48,76,230,329,0.99,48,0.991304348,100
BBa_K2876003,P03034,462,1188,1.43E-162,237,1455,237,1,162,0.488659794,100
BBa_K2876003,P01747,177,448,8.18E-53,118,1455,120,0.98,53,0.243298969,72.881
BBa_K2876003,P04945,164,416,3.25E-48,108,1455,108,1,48,0.222680412,82.407
BBa_K2876005,P18526,176,446,2.43E-54,99,968,117,0.85,54,0.306818182,85.859
BBa_K289001,P62142,677,1747,0,327,984,327,1,180,0.99695122,100
BBa_K289003,P04173,95.1,235,1.77E-20,58,1160,364,0.16,20,0.15,81.034
BBa_K289003,P00330,92.8,229,8.96E-20,45,1160,348,0.13,20,0.11637931,100
BBa_K289004,P00330,645,1664,0,348,1056,348,1,180,0.988636364,100
BBa_K289005,P06169,1133,2931,0,563,1692,563,1,180,0.99822695,100
BBa_K292009,P21583,500,1288,1.41E-180,273,822,273,1,180,0.996350365,100
BBa_K292010,P03712,223,567,8.54E-76,110,388,110,1,76,0.850515464,100
BBa_K294000,P0ACG8,234,598,3.99E-80,133,402,133,1,80,0.992537313,100
BBa_K294125,P31658,579,1492,0,283,846,283,1,180,1.003546099,99.293
BBa_K294205,P0ACG8,234,598,3.99E-80,133,402,133,1,80,0.992537313,100
BBa_K294208,P12748,167,424,1.50E-50,81,243,479,1,50,1,100
BBa_K301005,P00573,690,1780,0,333,1000,883,1,180,0.999,100
BBa_K302001,Q45056,213,541,2.85E-72,105,321,105,1,72,0.981308411,100
BBa_K302007,P0C0E2,243,620,3.57E-80,219,744,229,0.96,80,0.883064516,55.251
BBa_K302010,P39135,462,1189,3.35E-167,224,678,224,1,167,0.991150442,99.554
BBa_K302011,O32266,239,610,5.51E-82,117,432,117,1,82,0.8125,99.145
BBa_K302026,P33115,851,2199,0,441,1326,441,1,180,0.997737557,100
BBa_K302027,P33116,1157,2994,0,601,1845,614,0.98,180,0.977235772,100
BBa_K302028,P39774,2104,5452,0,1030,3093,1030,1,180,0.999030068,100
BBa_K302029,P05655,926,2392,0,473,1425,473,1,180,0.995789474,100
BBa_K302032,P0AE72,164,416,6.66E-54,82,249,82,1,54,0.987951807,100
BBa_K305002,P29142,66.2,160,3.84E-11,29,831,381,0.1,11,0.104693141,100
BBa_K307103,P07620,145,365,4.06E-38,383,1224,398,0.96,38,0.93872549,28.982
BBa_K307106,P62558,91.3,225,1.21E-19,280,969,323,0.87,19,0.866873065,30.357
BBa_K309004,P42212,483,1243,9.44E-170,238,1671,238,1,170,0.427289048,97.479
BBa_K309007,P71411,55.1,131,1.66E-07,146,933,237,0.62,7,0.469453376,27.397
BBa_K309015,P15647,560,1442,0,291,1605,291,1,180,0.543925234,100
BBa_K309015,P42212,450,1158,3.38E-157,238,1605,238,1,157,0.444859813,96.639
BBa_K309019,P15647,556,1433,0,291,876,291,1,180,0.996575342,100
BBa_K310007,P37309,237,604,1.64E-81,117,354,117,1,81,0.991525424,99.145
BBa_K313001,P03013,346,887,2.51E-122,190,573,190,1,122,0.994764398,100
BBa_K313002,P03870,841,2172,0,423,1272,423,1,180,0.997641509,99.054
BBa_K313015,P03870,841,2172,0,423,1272,423,1,180,0.997641509,99.054
BBa_K314017,Q51693,607,1564,0,308,1494,528,0.62,180,0.618473896,99.351
BBa_K314025,Q51693,606,1563,0,308,1494,528,0.62,180,0.618473896,99.351
BBa_K315014,P02981,668,1724,0,396,1191,396,1,180,0.997481108,99.747
BBa_K315015,P02981,668,1724,0,396,1191,396,1,180,0.997481108,99.747
BBa_K315020,P02981,571,1472,0,347,1190,396,0.88,180,0.874789916,99.424
BBa_K315021,P02981,668,1724,0,396,1191,396,1,180,0.997481108,99.747
BBa_K315031,P02981,573,1477,0,347,2148,396,0.88,180,0.484636872,99.424
BBa_K315031,Q9U6Y8,369,946,6.33E-123,221,2148,225,0.98,123,0.308659218,86.878
BBa_K315040,P02981,573,1477,0,347,1190,396,0.88,180,0.874789916,99.424
BBa_K315041,P02981,668,1724,0,396,1191,396,1,180,0.997481108,99.747
BBa_K315046,P06956,707,1826,0,343,1196,343,1,180,0.860367893,100
BBa_K316012,P04517,479,1232,1.01E-154,236,717,3054,0.99,154,0.987447699,99.153
BBa_K316017,P04517,479,1232,8.84E-154,236,874,3054,0.81,154,0.81006865,99.153
BBa_K316021,Q07448,498,1282,8.89E-179,245,1031,255,0.96,179,0.712900097,100
BBa_K317000,P42196,452,1164,7.06E-163,239,720,239,1,163,0.995833333,97.908
BBa_K317001,P42259,724,1869,0,534,1605,534,1,180,0.998130841,99.064
BBa_K317002,P02941,961,2485,0,553,1662,553,1,180,0.998194946,99.096
BBa_K317003,P02941,474,1219,6.25E-160,324,1971,553,0.59,160,0.493150685,92.901
BBa_K317003,P42196,430,1106,1.30E-147,223,1971,239,0.93,147,0.339421613,98.206
BBa_K317007,P39180,1975,5117,0,1039,3120,1039,1,180,0.999038462,100
BBa_K317008,P39180,1969,5100,0,1039,3120,1039,1,180,0.999038462,99.711
BBa_K317022,P61146,56.6,135,1.50E-11,25,81,140,0.93,11,0.925925926,100
BBa_K317998,Q51559,607,1565,0,295,888,295,1,180,0.996621622,99.661
BBa_K317999,O70023,102,255,1.25E-22,411,1281,422,0.97,22,0.962529274,30.17
BBa_K318516,Q48413,195,495,5.74E-65,113,347,113,1,65,0.976945245,90.265
BBa_K319007,P03023,732,1889,0,360,1080,360,1,180,1,100
BBa_K319036,P03962,548,1412,0,267,804,267,1,180,0.996268657,99.625
BBa_K319046,P04483,426,1096,1.20E-153,207,621,207,1,153,1,100
BBa_K320001,P01631,142,358,6.45E-41,79,1037,113,0.7,41,0.228543877,82.278
BBa_K322119,P08400,526,1356,0,257,2316,431,0.6,180,0.332901554,100
BBa_K322120,P08400,526,1356,9.44E-174,257,4140,431,0.6,174,0.186231884,100
BBa_K322120,Q55891,511,1317,7.66E-171,248,4140,248,1,171,0.179710145,100
BBa_K322120,P72849,394,1011,2.26E-126,188,4140,240,0.78,126,0.136231884,100
BBa_K322211,P08659,1074,2778,0,540,1656,550,0.98,180,0.97826087,99.444
BBa_K322246,P08659,1077,2785,0,539,1653,550,0.98,180,0.978221416,99.443
BBa_K323011,P42212,304,778,2.50E-105,171,516,238,0.99,105,0.994186047,94.152
BBa_K323012,P42212,173,438,4.28E-55,86,258,238,1,55,1,96.512
BBa_K323017,P42212,480,1235,1.14E-173,238,732,238,1,173,0.975409836,97.059
BBa_K323023,P42212,436,1122,1.50E-156,238,714,238,1,156,1,94.958
BBa_K323032,P42212,174,440,3.41E-55,86,288,238,0.9,55,0.895833333,97.674
BBa_K323037,P42212,173,438,6.48E-55,86,288,238,0.9,55,0.895833333,96.512
BBa_K323049,P42212,480,1235,1.00E-173,238,723,238,1,173,0.987551867,97.059
BBa_K323055,P42212,174,440,2.25E-55,86,258,238,1,55,1,97.674
BBa_K323062,P42212,480,1235,8.42E-174,238,714,238,1,174,1,97.059
BBa_K323072,P42212,348,893,7.97E-123,171,516,238,0.99,123,0.994186047,97.076
BBa_K323079,P42212,437,1124,8.77E-157,238,723,238,1,157,0.987551867,94.958
BBa_K323085,Q9S3V1,842,2176,0,418,1608,418,1,180,0.779850746,100
BBa_K323085,Q6NTY6,176,446,7.11E-48,89,1608,475,0.19,48,0.166044776,86.517
BBa_K323086,Q9S3U9,846,2186,0,408,1878,429,0.95,180,0.651757188,100
BBa_K323086,P08151,389,999,2.45E-121,178,1878,1106,0.28,121,0.284345048,98.876
BBa_K323087,Q9S3U8,748,1932,0,373,1437,373,1,180,0.778705637,100
BBa_K323087,P47043,93.6,231,7.47E-19,80,1437,880,0.17,19,0.167014614,53.75
BBa_K323131,Q9UJW8,139,351,5.62E-36,88,881,692,0.3,36,0.299659478,73.864
BBa_K323134,Q9S3V0,1951,5054,0,998,3318,998,1,180,0.902350814,99.9
BBa_K323134,Q6NTY6,192,488,1.95E-51,89,3318,475,0.19,51,0.080470163,94.382
BBa_K323136,P18146,168,425,6.65E-50,90,318,543,0.85,50,0.849056604,84.444
BBa_K323162,Q9S3V0,1951,5054,0,998,3318,998,1,180,0.902350814,99.9
BBa_K323162,Q6NTY6,192,488,1.95E-51,89,3318,475,0.19,51,0.080470163,94.382
BBa_K323214,P14727,951,2457,0,560,1719,1164,0.98,180,0.977312391,91.607
BBa_K324000,P03023,732,1889,0,360,1104,360,1,180,0.97826087,100
BBa_K324001,P0A9E0,584,1506,0,292,924,292,1,180,0.948051948,100
BBa_K331010,P06622,637,1644,0,306,960,307,1,180,0.95625,100
BBa_K331011,P06622,640,1650,0,307,960,307,1,180,0.959375,100
BBa_K331020,P06622,639,1649,0,307,924,307,1,180,0.996753247,100
BBa_K331021,P06622,639,1649,0,307,924,307,1,180,0.996753247,100
BBa_K332011,P21256,1228,3176,0,643,1932,643,1,180,0.998447205,100
BBa_K336012,P30292,96.7,239,5.88E-27,59,1009,499,0.18,27,0.175421209,96.61
BBa_K336020,Q9WX62,1419,3674,0,804,2415,804,1,180,0.998757764,100
BBa_K336021,Q9WX64,322,825,7.07E-114,156,471,156,1,114,0.993630573,100
BBa_K336051,Q9WX61,1451,3757,0,745,2238,745,1,180,0.998659517,100
BBa_K336052,Q9WX63,2542,6589,0,1325,3978,1325,1,180,0.999245852,100
BBa_K339000,P0AEX9,801,2068,0,396,1191,396,1,180,0.997481108,99.747
BBa_K339001,P0AEX9,795,2054,0,396,1191,396,1,180,0.997481108,99.242
BBa_K339002,P0AEX9,751,1940,0,370,1116,396,0.99,180,0.994623656,99.73
BBa_K339003,P0AEX9,745,1924,0,370,1116,396,0.99,180,0.994623656,99.189
BBa_K341445,P0A9E0,583,1504,0,292,879,292,1,180,0.996587031,100
BBa_K341448,P0AG05,529,1363,0,263,1011,263,1,180,0.78041543,100
BBa_K341449,P03697,477,1227,2.62E-172,226,781,226,1,172,0.868117798,100
BBa_K341450,P03698,523,1348,0,250,786,261,0.96,180,0.954198473,99.6
BBa_K341451,P03702,288,737,4.50E-101,138,417,138,1,101,0.992805755,100
BBa_K341453,P03023,729,1883,0,359,1080,360,1,180,0.997222222,100
BBa_K341717,P15795,265,678,1.68E-96,135,656,294,0.62,96,0.617378049,95.556
BBa_K341718,P06330,200,508,8.09E-67,117,347,118,1.01,67,1.011527378,85.47
BBa_K341719,P01631,205,521,6.42E-69,113,345,113,1,69,0.982608696,87.611
BBa_K342001,P23608,1119,2894,0,589,1789,589,1,180,0.987702627,99.491
BBa_K342002,P9WHJ3,233,595,3.49E-66,110,1751,790,0.19,66,0.188463735,97.273
BBa_K342002,P83678,66.6,161,6.30E-13,45,1751,46,0.98,13,0.077098801,68.889
BBa_K343000,P0ABZ0,394,1012,3.11E-139,192,932,192,1,139,0.618025751,99.479
BBa_K343001,Q9VFS2,1305,3376,0,620,1863,620,1,180,0.998389694,100
BBa_K343003,P02941,474,1220,4.76E-160,324,1965,553,0.59,160,0.494656489,93.827
BBa_K343003,P42196,430,1105,2.00E-147,223,1965,239,0.93,147,0.340458015,98.206
BBa_K343100,P0ABZ0,398,1022,9.75E-141,192,932,192,1,141,0.618025751,100
BBa_K346007,P39180,1973,5111,0,1039,3120,1039,1,180,0.999038462,99.904
BBa_K348000,P42632,1556,4030,0,764,2295,764,1,180,0.99869281,100
BBa_K349001,Q9U6Y8,369,946,7.97E-128,221,1091,225,0.98,128,0.607699358,86.878
BBa_K349002,Q9U6Y8,369,946,7.97E-128,221,1091,225,0.98,128,0.607699358,86.878
BBa_K349003,Q9U6Y8,369,946,8.26E-128,221,1093,225,0.98,128,0.606587374,86.878
BBa_K349005,P00551,565,1455,0,271,995,271,1,180,0.817085427,99.631
BBa_K349006,P00551,565,1455,0,271,995,271,1,180,0.817085427,99.631
BBa_K349007,P00551,565,1455,0,271,989,271,1,180,0.822042467,99.631
BBa_K349011,P00551,565,1455,0,271,995,271,1,180,0.817085427,99.631
BBa_K349012,P00551,565,1455,0,271,995,271,1,180,0.817085427,99.631
BBa_K349101,P21684,569,1467,0,301,922,302,1,180,0.979392625,99.668
BBa_K349102,P21683,636,1640,0,308,941,309,1,180,0.981934113,99.675
BBa_K349103,P21687,781,2017,0,381,1160,382,1,180,0.985344828,99.738
BBa_K349104,P21685,992,2564,0,491,1490,492,1,180,0.988590604,99.796
BBa_K349105,P0A9E0,580,1496,0,292,890,292,1,180,0.984269663,99.315
BBa_K349106,P04483,423,1087,3.33E-152,207,635,207,1,152,0.977952756,99.034
BBa_K349107,P03023,726,1874,0,359,1094,360,1,180,0.984460695,99.721
BBa_K349108,P03034,458,1178,5.85E-165,236,725,237,1,165,0.976551724,99.576
BBa_K349109,Q9S3V1,830,2144,0,401,1271,418,0.96,180,0.94649882,99.501
BBa_K349110,Q9S3V0,1946,5040,0,998,3011,998,1,180,0.994354035,99.8
BBa_K349111,Q9S3U8,743,1919,0,372,1133,373,1,180,0.984995587,99.731
BBa_K349113,P42212,445,1145,7.08E-160,238,737,238,1,160,0.968792402,96.639
BBa_K349114,Q9U6Y8,366,940,3.95E-129,219,692,225,0.97,129,0.949421965,87.215
BBa_K349116,P62594,558,1438,0,286,965,286,1,180,0.889119171,99.301
BBa_K349117,P02981,668,1724,0,396,1305,396,1,180,0.910344828,99.747
BBa_K349118,P62580,466,1199,3.56E-168,219,791,219,1,168,0.830594185,100
BBa_K349119,Q9U6Y3,395,1014,1.22E-139,220,727,266,0.91,139,0.90784044,85.909
BBa_K349302,P62594,558,1438,0,286,965,286,1,180,0.889119171,99.301
BBa_K349303,P02981,668,1724,0,396,1305,396,1,180,0.910344828,99.747
BBa_K352001,Q79VI7,57,136,1.29E-08,73,669,227,0.33,8,0.32735426,38.356
BBa_K352008,Q79VI7,56.6,135,1.55E-08,73,690,227,0.32,8,0.317391304,38.356
BBa_K352009,Q79VI7,56.6,135,1.53E-08,73,690,227,0.32,8,0.317391304,38.356
BBa_K354004,P06534,256,655,7.02E-87,125,402,267,0.93,87,0.932835821,100
BBa_K356000,Q9KM65,811,2095,0,389,1423,389,1,180,0.820098384,100
BBa_K357000,P07773,350,897,6.74E-120,293,936,311,0.94,120,0.939102564,58.703
BBa_K357001,P08310,724,1869,0,375,1122,375,1,180,1.002673797,96.267
BBa_K357002,P00948,192,487,2.51E-64,96,291,96,1,64,0.989690722,94.792
BBa_K357003,Q59093,223,567,2.41E-71,243,792,266,0.92,71,0.920454545,46.914
BBa_K357004,P0A102,436,1120,4.58E-157,213,642,213,1,157,0.995327103,100
BBa_K357005,Q01103,461,1186,1.74E-166,231,696,231,1,166,0.995689655,98.268
BBa_K357006,P0A102,436,1120,4.77E-157,213,645,213,1,157,0.990697674,100
BBa_K357007,Q59093,222,566,1.90E-69,243,1170,266,0.91,69,0.623076923,46.914
BBa_K357007,P00948,193,491,1.35E-60,96,1170,96,1,60,0.246153846,94.792
BBa_K360010,P21578,364,934,3.08E-129,177,588,194,0.91,129,0.903061224,100
BBa_K360021,Q2RBR1,277,708,2.79E-86,140,690,921,0.61,86,0.608695652,92.857
BBa_K360021,Q3YU01,152,383,3.96E-46,87,690,108,0.81,46,0.37826087,100
BBa_K360022,P25082,340,873,4.44E-120,172,573,189,0.91,120,0.90052356,100
BBa_K360112,Q9I922,186,472,5.87E-56,290,930,299,0.97,56,0.935483871,38.966
BBa_K360115,P08659,1077,2785,0,539,1653,550,0.98,180,0.978221416,99.443
BBa_K361000,P10487,761,1966,0,384,1155,384,1,180,0.997402597,100
BBa_K363008,P50077,4055,10516,0,2039,6120,2039,1,180,0.999509804,100
BBa_K363009,P41821,1070,2767,0,548,1647,548,1,180,0.998178506,100
BBa_K363010,P53968,899,2322,0,678,2037,678,1,180,0.998527246,100
BBa_K363011,P23287,1147,2967,0,553,1662,553,1,180,0.998194946,100
BBa_K363012,P25296,344,883,4.04E-122,175,528,175,1,122,0.994318182,100
BBa_K364001,P48281,199,505,4.01E-63,86,258,422,1,63,1,100
BBa_K364200,Q5RF70,169,427,1.83E-52,119,360,271,0.99,52,0.991666667,64.706
BBa_K364201,P19793,115,289,2.34E-31,66,198,462,1,31,1,100
BBa_K364202,Q07812,388,996,8.70E-139,191,573,192,1,139,1,100
BBa_K364301,Q9BXH1,229,584,4.53E-76,192,576,193,1,76,1,100
BBa_K364303,G5EFF5,330,847,3.95E-109,174,522,753,1,109,1,100
BBa_K364305,A2T7D9,165,417,6.64E-51,76,228,348,1,51,1,100
BBa_K364306,Q14994,309,792,6.29E-106,165,495,352,1,106,1,100
BBa_K364307,Q29040,189,481,3.44E-58,80,240,595,1,58,1,100
BBa_K364308,O75469,509,1312,0,244,732,434,1,180,1,100
BBa_K364309,P03372,475,1223,2.90E-166,251,753,595,1,166,1,100
BBa_K364310,P34021,491,1264,4.08E-169,231,693,878,1,169,1,100
BBa_K364312,P11473,173,438,6.35E-53,95,285,427,1,53,1,100
BBa_K364313,P19793,521,1343,0,252,759,462,1,180,0.996047431,100
BBa_K364314,Q9XYB7,345,884,6.45E-117,166,504,560,0.99,117,0.988095238,100
BBa_K364315,P41828,311,796,1.66E-103,163,495,588,0.99,103,0.987878788,100
BBa_K364316,Q19345,392,1008,3.69E-135,185,561,572,0.99,135,0.989304813,100
BBa_K364317,Q18192,331,849,3.02E-111,161,525,583,0.92,111,0.92,100
BBa_K364318,Q9TZ99,144,362,5.78E-40,182,546,461,1,40,1,39.011
BBa_K364319,P04386,237,605,4.43E-73,146,441,881,0.99,73,0.993197279,100
BBa_K364321,O44960,323,829,3.03E-111,164,498,369,0.99,111,0.987951807,100
BBa_K365000,O80536,187,475,1.88E-57,100,300,524,1,57,1,100
BBa_K365002,P14713,1854,4802,0,890,2724,1172,0.98,180,0.980176211,100
BBa_K365003,P14713,1302,3370,0,624,1926,1172,0.97,180,0.971962617,100
BBa_K365004,Q3Z4W5,732,1890,0,364,1092,424,1,180,1,100
BBa_K365009,P42212,441,1133,3.68E-158,238,714,238,1,158,1,94.538
BBa_K365010,P14713,1301,3366,0,622,5418,1172,0.53,180,0.34440753,100
BBa_K365011,P14713,1856,4807,0,889,6216,1172,0.76,180,0.429054054,100
BBa_K365012,Q3Z4W5,860,2223,0,424,1272,424,1,180,1,100
BBa_K365013,Q3Z4W5,733,1892,0,364,3420,424,0.86,180,0.319298246,100
BBa_K365014,Q3Z4W5,733,1892,0,364,3486,424,0.86,180,0.313253012,100
BBa_K367000,P42512,84,206,2.40E-15,531,2316,720,0.74,15,0.687823834,23.164
BBa_K367001,P23485,59.7,143,7.75E-09,217,954,317,0.68,9,0.682389937,28.571
BBa_K367002,P23484,115,287,1.09E-31,162,513,173,0.95,31,0.947368421,44.444
BBa_K367003,P13036,1565,4051,0,774,2328,774,1,180,0.99742268,100
BBa_K367004,P23484,354,909,3.36E-126,173,525,173,1,126,0.988571429,100
BBa_K367005,P23485,618,1593,0,317,957,317,1,180,0.993730408,100
BBa_K367006,P13036,162,411,2.29E-40,80,2292,774,0.1,40,0.104712042,100
BBa_K367006,P42512,85.1,209,1.14E-15,531,2292,720,0.74,15,0.695026178,23.164
BBa_K367010,P09832,974,2518,0,472,1422,472,1,180,0.995780591,100
BBa_K367011,P09831,2999,7775,0,1486,4557,1486,1,180,0.978275181,100
BBa_K368000,P0A9E0,584,1505,0,292,2914,292,1,180,0.300617708,100
BBa_K368000,O31041,382,982,1.63E-125,224,2914,224,1,125,0.230610844,91.518
BBa_K368002,Q16611,376,965,2.88E-132,211,844,211,1,132,0.75,100
BBa_K368003,Q16611,376,965,1.16E-129,211,1337,211,1,129,0.473448018,100
BBa_K368004,P42212,455,1171,1.57E-162,238,967,238,1,162,0.738366081,98.319
BBa_K368007,P04517,493,1269,1.25E-154,244,1635,3054,0.45,154,0.447706422,98.361
BBa_K368009,P04517,493,1270,8.43E-151,244,2485,3054,0.29,151,0.294567404,98.361
BBa_K368009,Q16611,376,965,1.11E-124,211,2485,211,1,124,0.25472837,100
BBa_K368010,P42212,456,1173,5.80E-158,238,1927,238,1,158,0.370524131,98.319
BBa_K368010,P04517,493,1269,3.52E-153,244,1927,3054,0.38,153,0.379865075,98.361
BBa_K368012,P42212,456,1173,5.29E-154,238,2861,238,1,154,0.24956309,98.319
BBa_K368012,P04517,493,1270,3.14E-149,244,2861,3054,0.26,149,0.255854596,98.361
BBa_K368017,Q16611,376,965,1.90E-133,211,636,211,1,133,0.995283019,100
BBa_K368019,P04517,494,1272,2.06E-157,244,1185,3054,0.62,157,0.617721519,98.361
BBa_K371008,P0A1C7,129,324,1.66E-39,93,295,94,0.99,39,0.945762712,100
BBa_K371009,P37449,456,1174,7.23E-164,233,816,233,1,164,0.856617647,96.996
BBa_K371010,P0A1C7,104,260,9.62E-30,88,279,94,0.95,30,0.946236559,81.818
BBa_K371011,P72761,60.8,146,1.23E-11,86,468,103,0.83,11,0.551282051,37.209
BBa_K371012,Q03512,59.3,142,7.87E-12,90,289,99,0.93,12,0.934256055,44.444
BBa_K371013,Q55121,52,123,5.35E-07,185,555,297,1,7,1,30.27
BBa_K371015,P0A1D1,227,578,1.77E-77,116,354,116,1,77,0.983050847,95.69
BBa_K371016,Q9XDM6,256,654,5.77E-88,150,456,150,1,88,0.986842105,79.333
BBa_K371020,Q9U6Y8,369,947,2.62E-130,221,678,225,0.98,130,0.977876106,86.878
BBa_K371021,P42212,457,1177,5.91E-165,238,717,238,1,165,0.9958159,98.319
BBa_K371026,Q9U6Y8,370,949,1.39E-130,221,688,225,0.98,130,0.963662791,86.878
BBa_K371027,P42212,458,1178,6.39E-165,238,727,238,1,165,0.982118294,98.319
BBa_K371029,Q9XDM6,116,291,2.96E-34,62,198,150,0.94,34,0.939393939,83.871
BBa_K371030,P42212,462,1190,1.89E-165,238,965,238,1,165,0.739896373,98.319
BBa_K371031,P42212,458,1178,1.31E-163,238,955,238,1,163,0.747643979,98.319
BBa_K371031,Q9XDM6,103,258,5.99E-26,54,955,150,0.36,26,0.169633508,83.333
BBa_K371032,P37449,455,1170,1.90E-161,233,1160,233,1,161,0.602586207,96.996
BBa_K371032,P0A1C7,130,326,4.14E-36,93,1160,94,0.99,36,0.240517241,100
BBa_K371033,P0A1C7,129,324,1.80E-39,93,301,94,0.99,39,0.926910299,100
BBa_K371034,Q03512,59.3,142,8.43E-12,90,295,99,0.92,12,0.915254237,44.444
BBa_K371037,P0A1C7,129,323,1.86E-39,93,282,94,0.99,39,0.989361702,100
BBa_K371038,Q55121,52.4,124,4.17E-07,185,552,297,1.01,7,1.005434783,30.27
BBa_K371039,P0A1D1,226,577,2.11E-77,116,351,116,1,77,0.991452991,95.69
BBa_K371040,P37449,456,1173,7.67E-164,233,813,233,1,164,0.859778598,96.996
BBa_K371043,Q9U6Y8,369,948,2.39E-130,221,698,225,0.98,130,0.949856734,86.878
BBa_K371044,P42212,459,1181,2.18E-165,238,737,238,1,165,0.968792402,98.319
BBa_K371063,P37449,455,1170,1.66E-161,233,1140,233,1,161,0.613157895,96.996
BBa_K371063,P0A1C7,129,324,7.39E-36,93,1140,94,0.99,36,0.244736842,100
BBa_K377705,P39180,1975,5117,0,1039,3120,1039,1,180,0.999038462,100
BBa_K380006,P09038,323,828,1.83E-112,154,462,288,1,112,1,100
BBa_K380007,P60052,299,765,6.95E-105,153,459,154,1,105,1,98.039
BBa_K380008,P40202,515,1326,0,248,744,249,1,180,1,100
BBa_K380009,P38507,114,285,9.30E-31,58,174,508,1,31,1,96.552
BBa_K380010,C5W022,133,334,2.16E-33,311,930,1141,1,33,1.003225806,30.547
BBa_K382020,P56552,109,272,8.40E-33,54,165,54,1,33,0.981818182,100
BBa_K382021,P13087,393,1009,5.89E-140,220,660,220,1,140,1,100
BBa_K382025,P13087,393,1010,8.83E-140,220,696,220,1,140,0.948275862,100
BBa_K382026,P56552,110,276,3.54E-33,54,201,54,1,33,0.805970149,100
BBa_K382027,P13087,393,1010,8.83E-140,220,696,220,1,140,0.948275862,100
BBa_K382028,P56552,110,276,3.54E-33,54,201,54,1,33,0.805970149,100
BBa_K382030,P49743,419,1077,5.26E-147,203,613,458,0.99,147,0.993474715,99.015
BBa_K382031,Q5I7G2,344,882,1.45E-117,193,630,436,0.92,117,0.919047619,83.938
BBa_K382033,P49883,510,1313,4.72E-179,327,1008,556,0.97,179,0.973214286,82.263
BBa_K382035,P03023,732,1889,0,360,1119,360,1,180,0.965147453,100
BBa_K382036,P49743,419,1077,5.26E-147,203,613,458,0.99,147,0.993474715,99.015
BBa_K382037,P49883,510,1313,4.72E-179,327,1008,556,0.97,179,0.973214286,82.263
BBa_K382040,P42212,469,1208,3.57E-162,238,2160,238,1,162,0.330555556,94.538
BBa_K382040,P13087,397,1021,3.13E-134,220,2160,220,1,134,0.305555556,100
BBa_K382041,P42212,471,1212,4.03E-165,238,1665,238,1,165,0.428828829,94.538
BBa_K382041,P56552,116,290,1.85E-30,54,1665,54,1,30,0.097297297,100
BBa_K385002,P03612,267,682,7.10E-93,130,414,130,1,93,0.942028986,100
BBa_K387002,P0ACS4,313,802,2.02E-110,154,467,154,1,110,0.989293362,100
BBa_K387008,P20263,622,1603,0,352,1059,352,1,180,0.997167139,100
BBa_K389001,P18540,1624,4206,0,833,2505,833,1,180,0.99760479,100
BBa_K389002,Q44444,454,1167,8.20E-163,243,740,267,0.99,163,0.985135135,98.765
BBa_K389005,P00551,565,1455,0,271,819,271,1,180,0.992673993,99.631
BBa_K391006,P49610,89,219,7.89E-18,303,1086,1312,0.84,18,0.837016575,26.733
BBa_K392016,P96738,756,1951,0,380,1146,380,1,180,0.994764398,100
BBa_K392017,P96736,774,1999,0,393,1185,393,1,180,0.994936709,100
BBa_K392018,P96737,245,626,8.15E-84,149,453,149,1,84,0.986754967,100
BBa_K392030,P07984,719,1856,0,417,1466,449,0.93,180,0.853342428,100
BBa_K392031,P07986,823,2126,0,484,1574,484,1,180,0.92249047,96.901
BBa_K392032,P94248,208,530,2.54E-115,179,1791,460,0.39,115,0.299832496,59.218
BBa_K392033,P07984,720,1858,0,417,1666,449,0.93,180,0.75090036,100
BBa_K392033,P32781,176,446,2.32E-52,87,1666,87,1,52,0.156662665,100
BBa_K392034,P07986,823,2125,0,484,1774,484,1,180,0.81848929,96.901
BBa_K392035,P94248,208,530,2.89E-115,179,1991,460,0.39,115,0.269713712,59.218
BBa_K393001,P37600,1525,3949,0,758,3621,758,1,180,0.628003314,100
BBa_K393001,P37602,447,1151,8.85E-148,254,3621,254,1,148,0.210439105,100
